house,battery,distance,max_output_house,current_capacity_battery
108,1,42,41.71675352,675.7116653200001
8,2,42,30.48448777,612.92599118
58,3,73,28.04976611,619.6986707799999
50,4,35,55.74063546,676.8480170400002
91,5,17,34.78697213,689.35930876
11,1,19,40.20336825,715.9150335700001
86,2,26,30.57764452,643.5036357
12,3,32,53.03976583,672.7384366099999
11,4,41,40.20336825,717.0513852900002
118,5,46,26.81272998,716.17203874
38,1,8,66.05341632,781.9684498900001
115,2,13,33.56390131,677.06753701
59,3,18,31.4973607,704.23579731
124,4,24,41.46231813,758.5137034200002
83,5,65,32.56142196,748.7334606999999
115,1,9,33.56390131,815.5323512000001
97,2,59,46.25506287,723.32259988
115,3,22,33.56390131,737.79969862
112,4,44,38.50460131,797.0183047300002
89,5,27,64.25056806,812.9840287599999
13,1,17,39.13247939,854.6648305900001
109,2,21,51.84271486,775.16531474
136,3,44,29.1671214,766.96682002
127,4,30,41.23924682,838.2575515500001
61,5,56,49.93687743,862.9209061899999
91,1,51,34.78697213,889.45180272
103,2,24,38.3766668,813.5419815399999
142,3,53,66.97873982,833.94555984
43,4,40,37.28002017,875.5375717200002
136,5,37,29.1671214,892.0880275899999
6,1,22,62.14055349,951.59235621
133,2,36,76.1538049,889.6957864399999
40,3,25,51.94608562,885.89164546
42,4,39,29.34726889,904.8848406100002
58,5,8,28.04976611,920.1377936999999
143,1,18,42.32972013,993.9220763400001
2,2,28,66.13020717,955.8259936099998
102,3,17,66.45865072,952.35029618
146,4,19,49.16852893,954.0533695400002
80,5,17,47.17876571,967.3165594099999
99,1,47,70.41480105,1064.3368773900002
26,2,37,61.05026554,1016.8762591499999
141,3,41,29.86780761,982.21810379
145,4,17,74.26615041,1028.31951995
22,5,58,59.91115918,1027.2277185899998
119,1,18,47.29043731,1111.6273147000002
41,2,26,57.11814462,1073.99440377
80,3,74,47.17876571,1029.3968695
78,4,41,56.14106998,1084.46058993
139,5,42,52.07076394,1079.2984825299998
49,1,18,60.7690834,1172.3963981000002
103,2,24,38.3766668,1112.37107057
23,3,42,71.42208448,1100.81895398
149,4,27,56.65609954,1141.11668947
135,5,64,60.8375359,1140.1360184299997
63,1,67,38.5524821,1210.9488802
74,2,42,38.37311881,1150.74418938
125,3,19,69.53106382,1170.3500178000002
107,4,27,62.33504063,1203.4517301
124,5,44,41.46231813,1181.5983365599998
144,1,7,30.41692196,1241.3658021600002
34,2,34,62.0133643,1212.75755368
84,3,49,55.75694271,1226.1069605100001
89,4,41,64.25056806,1267.70229816
5,5,20,62.43058175,1244.0289183099999
114,1,34,73.40226925,1314.7680714100002
148,2,25,66.78438663,1279.54194031
42,3,26,29.34726889,1255.4542294
58,4,60,28.04976611,1295.7520642700001
83,5,65,32.56142196,1276.5903402699998
140,1,38,63.12900053,1377.8970719400002
112,2,48,38.50460131,1318.04654162
35,3,68,53.08761347,1308.54184287
52,4,65,45.9393011,1341.69136537
116,5,31,33.96614241,1310.5564826799998
78,1,41,56.14106998,1434.0381419200003
148,2,25,66.78438663,1384.83092825
140,3,51,63.12900053,1371.6708434
17,4,62,27.78076375,1369.47212912
147,5,21,71.35472201,1381.9112046899997
17,1,40,27.78076375,1461.8189056700003
110,2,25,29.90737428,1414.73830253
137,3,31,43.0013272,1414.6721706
145,4,17,74.26615041,1443.73827953
14,5,68,39.45690812,1421.3681128099997
103,1,20,38.3766668,1500.1955724700003
7,2,33,52.43116675,1467.1694692800002
138,3,23,70.34144168,1485.01361228
46,4,57,44.75870431,1488.49698384
101,5,62,64.25603513,1485.6241479399998
total distance: 5580,costs grid:50220,costs batteries:25000,total costs:75220,
