house,battery,distance,max_output_house,current_capacity_battery
"(146, {1: 3, 2: 5, 3: 14, 4: 19, 5: 67})",1,3,49.16852893,49.16852893
"(85, {1: 7, 2: 1, 3: 12, 4: 15, 5: 71})",2,1,59.68412189,59.68412189
"(65, {1: 18, 2: 14, 3: 5, 4: 26, 5: 86})",3,5,59.63813712,59.63813712
"(73, {1: 19, 2: 13, 3: 24, 4: 5, 5: 63})",4,5,31.97506792,31.97506792
"(48, {1: 74, 2: 78, 3: 87, 4: 74, 5: 6})",5,6,29.93133051,29.93133051
"(125, {1: 6, 2: 10, 3: 19, 4: 16, 5: 62})",1,6,69.53106382,118.69959275
"(59, {1: 13, 2: 7, 3: 18, 4: 9, 5: 73})",2,7,31.4973607,91.18148259
"(44, {1: 18, 2: 14, 3: 7, 4: 20, 5: 86})",3,7,58.90934923,118.54748635
"(67, {1: 21, 2: 15, 3: 26, 4: 9, 5: 59})",4,9,28.73871494,60.71378286
"(66, {1: 61, 2: 65, 3: 74, 4: 61, 5: 7})",5,7,44.14228862,74.07361913
"(102, {1: 6, 2: 12, 3: 17, 4: 28, 5: 64})",1,6,66.45865072,185.15824347
"(101, {1: 8, 2: 10, 3: 19, 4: 14, 5: 62})",2,10,64.25603513,155.43751772000002
"(21, {1: 15, 2: 11, 3: 8, 4: 19, 5: 83})",3,8,41.78571625,160.3332026
"(22, {1: 10, 2: 14, 3: 23, 4: 12, 5: 58})",4,12,59.91115918,120.62494204000001
"(58, {1: 60, 2: 64, 3: 73, 4: 60, 5: 8})",5,8,28.04976611,102.12338524
"(144, {1: 7, 2: 13, 3: 8, 4: 29, 5: 73})",1,7,30.41692196,215.57516543
"(115, {1: 9, 2: 13, 3: 22, 4: 13, 5: 59})",2,13,33.56390131,189.00141903000002
"(79, {1: 21, 2: 17, 3: 8, 4: 21, 5: 89})",3,8,60.5787997,220.91200229999998
"(40, {1: 12, 2: 16, 3: 25, 4: 12, 5: 56})",4,12,51.94608562,172.57102766
"(95, {1: 63, 2: 67, 3: 76, 4: 63, 5: 9})",5,9,70.68631843,172.80970367
"(38, {1: 8, 2: 14, 3: 21, 4: 30, 5: 60})",1,8,66.05341632,281.62858174999997
"(127, {1: 8, 2: 14, 3: 13, 4: 30, 5: 68})",2,14,41.23924682,230.24066585000003
"(13, {1: 17, 2: 23, 3: 12, 4: 39, 5: 75})",3,12,39.13247939,260.04448169
"(130, {1: 12, 2: 16, 3: 25, 4: 12, 5: 56})",4,12,50.53984719,223.11087485000002
"(32, {1: 65, 2: 69, 3: 78, 4: 65, 5: 9})",5,9,41.7880369,214.59774057
"(83, {1: 9, 2: 15, 3: 16, 4: 31, 5: 65})",1,9,32.56142196,314.19000371
"(122, {1: 10, 2: 14, 3: 23, 4: 26, 5: 58})",2,14,39.85726456,270.09793041
"(14, {1: 10, 2: 16, 3: 13, 4: 32, 5: 68})",3,13,39.45690812,299.50138981
"(31, {1: 35, 2: 29, 3: 40, 4: 13, 5: 57})",4,13,54.25835415,277.369229
"(106, {1: 58, 2: 62, 3: 71, 4: 58, 5: 10})",5,10,68.63304898,283.23078955
"(61, {1: 12, 2: 16, 3: 25, 4: 26, 5: 56})",1,12,49.93687743,364.12688113999997
"(126, {1: 12, 2: 16, 3: 25, 4: 32, 5: 56})",2,16,72.11411933,342.21204974
"(56, {1: 16, 2: 22, 3: 13, 4: 38, 5: 68})",3,13,29.51140333,329.01279314
"(47, {1: 25, 2: 19, 3: 30, 4: 15, 5: 53})",4,15,46.63929091,324.00851991
"(63, {1: 67, 2: 71, 3: 80, 4: 67, 5: 11})",5,11,38.5524821,321.78327165
"(72, {1: 13, 2: 17, 3: 26, 4: 23, 5: 55})",1,13,38.85647001,402.98335115
"(113, {1: 13, 2: 17, 3: 26, 4: 29, 5: 55})",2,17,37.81128037,380.02333011
"(49, {1: 18, 2: 24, 3: 13, 4: 40, 5: 70})",3,13,60.7690834,389.78187654
"(109, {1: 27, 2: 21, 3: 32, 4: 15, 5: 53})",4,15,51.84271486,375.85123477
"(27, {1: 55, 2: 59, 3: 68, 4: 55, 5: 13})",5,13,38.13617191,359.91944356
"(135, {1: 14, 2: 20, 3: 17, 4: 36, 5: 64})",1,14,60.8375359,463.82088704999995
"(16, {1: 17, 2: 21, 3: 30, 4: 17, 5: 51})",2,21,60.40913294,440.43246305
"(110, {1: 19, 2: 25, 3: 14, 4: 41, 5: 67})",3,14,29.90737428,419.68925082
"(145, {1: 17, 2: 21, 3: 30, 4: 17, 5: 51})",4,17,74.26615041,450.11738518000004
"(35, {1: 55, 2: 59, 3: 68, 4: 55, 5: 13})",5,13,53.08761347,413.00705703
"(42, {1: 17, 2: 23, 3: 26, 4: 39, 5: 55})",1,17,29.34726889,493.16815593999996
"(143, {1: 18, 2: 22, 3: 31, 4: 36, 5: 50})",2,22,42.32972013,482.76218318
"(41, {1: 20, 2: 26, 3: 15, 4: 42, 5: 66})",3,15,57.11814462,476.80739544
"(137, {1: 26, 2: 22, 3: 31, 4: 18, 5: 50})",4,18,43.0013272,493.11871238000003
"(97, {1: 55, 2: 59, 3: 68, 4: 55, 5: 13})",5,13,46.25506287,459.2621199
"(119, {1: 18, 2: 24, 3: 29, 4: 40, 5: 52})",1,18,47.29043731,540.4585932499999
"(87, {1: 19, 2: 23, 3: 32, 4: 21, 5: 49})",2,23,56.03511409,538.7972972700001
"(81, {1: 20, 2: 26, 3: 19, 4: 42, 5: 62})",3,19,55.93567156,532.743067
"(114, {1: 34, 2: 28, 3: 39, 4: 18, 5: 50})",4,18,73.40226925,566.52098163
"(117, {1: 57, 2: 61, 3: 70, 4: 57, 5: 13})",5,13,63.30973309,522.57185299
"(33, {1: 18, 2: 24, 3: 27, 4: 40, 5: 54})",1,18,72.88165705,613.3402503
"(103, {1: 20, 2: 24, 3: 33, 4: 30, 5: 48})",2,24,38.3766668,577.17396407
"(24, {1: 26, 2: 32, 3: 21, 4: 48, 5: 64})",3,21,37.23961036,569.98267736
"(23, {1: 37, 2: 31, 3: 42, 4: 19, 5: 49})",4,19,71.42208448,637.94306611
"(9, {1: 54, 2: 58, 3: 67, 4: 54, 5: 14})",5,14,63.19785578,585.7697087700001
"(12, {1: 19, 2: 25, 3: 32, 4: 41, 5: 49})",1,19,53.03976583,666.38001613
"(45, {1: 20, 2: 24, 3: 33, 4: 38, 5: 48})",2,24,45.14508246,622.31904653
"(121, {1: 27, 2: 33, 3: 22, 4: 49, 5: 59})",3,22,67.12368936,637.10636672
"(19, {1: 21, 2: 25, 3: 34, 4: 21, 5: 47})",4,21,38.72179636,676.66486247
"(96, {1: 60, 2: 64, 3: 73, 4: 60, 5: 14})",5,14,74.53947279,660.3091815600001
