house,battery,distance,max_output_house,current_capacity_battery
"(133, {1: 39, 2: 30, 3: 33, 4: 39, 5: 67})",3,33,50.74878243,1253.44914947
"(137, {1: 33, 2: 34, 3: 53, 4: 19, 5: 61})",4,19,53.54773542,1267.63070771
"(50, {1: 30, 2: 33, 3: 34, 4: 46, 5: 16})",5,16,48.01065715,1236.8226337100002
"(87, {1: 16, 2: 29, 3: 48, 4: 24, 5: 44})",1,16,50.63918945,1316.98428773
"(95, {1: 22, 2: 21, 3: 40, 4: 32, 5: 50})",2,21,45.31733653,1276.65041932
"(78, {1: 36, 2: 33, 3: 34, 4: 52, 5: 22})",3,34,47.99198559,1301.44113506
"(57, {1: 33, 2: 40, 3: 59, 4: 19, 5: 61})",4,19,51.03867367,1318.66938138
"(100, {1: 33, 2: 42, 3: 43, 4: 47, 5: 17})",5,17,54.12515118,1290.9477848900003
"(49, {1: 17, 2: 24, 3: 43, 4: 29, 5: 45})",1,17,54.16981224,1371.15409997
"(124, {1: 23, 2: 22, 3: 41, 4: 31, 5: 51})",2,22,53.34058355,1329.99100287
"(146, {1: 44, 2: 35, 3: 36, 4: 36, 5: 72})",3,36,48.23526882,1349.6764038800002
"(43, {1: 18, 2: 33, 3: 52, 4: 20, 5: 46})",4,20,48.85814641,1367.52752779
"(2, {1: 45, 2: 54, 3: 55, 4: 59, 5: 17})",5,17,47.82087397,1338.7686588600004
"(58, {1: 18, 2: 55, 3: 74, 4: 22, 5: 32})",1,18,48.4395487,1419.59364867
"(90, {1: 32, 2: 23, 3: 42, 4: 30, 5: 60})",2,23,52.8088529,1382.79985577
"(135, {1: 46, 2: 37, 3: 36, 4: 38, 5: 74})",3,36,47.77817151,1397.4545753900002
"(119, {1: 24, 2: 33, 3: 52, 4: 20, 5: 52})",4,20,46.13662116,1413.66414895
"(42, {1: 24, 2: 41, 3: 60, 4: 38, 5: 18})",5,18,54.22966024,1392.9983191000003
"(27, {1: 19, 2: 30, 3: 49, 4: 23, 5: 47})",1,19,53.63368373,1473.2273324
"(147, {1: 20, 2: 25, 3: 44, 4: 28, 5: 48})",2,25,51.07946117,1433.87931694
"(73, {1: 46, 2: 37, 3: 38, 4: 34, 5: 74})",3,38,52.76961749,1450.2241928800001
"(83, {1: 29, 2: 32, 3: 51, 4: 21, 5: 57})",4,21,46.01918212,1459.6833310700001
"(76, {1: 22, 2: 47, 3: 66, 4: 36, 5: 24})",5,24,52.98566399,1445.9839830900003
"(56, {1: 32, 2: 25, 3: 44, 4: 28, 5: 60})",2,25,46.01633925,1479.8956561900002
"(70, {1: 45, 2: 36, 3: 43, 4: 31, 5: 73})",3,43,51.62646163,1501.8506545100001
"(61, {1: 31, 2: 26, 3: 45, 4: 27, 5: 59})",5,59,46.46747877,1492.4514618600003
total distance: 2075,costs grid:18675,costs batteries:25000,total costs:43675,
