house,battery,distance,max_output_house,current_capacity_battery
102,3,17,66.45865072,1241.2487487399999
103,3,33,38.3766668,1279.62541554
104,4,31,26.65336877,770.22138163
105,4,40,32.63123071,802.85261234
106,2,62,68.63304898,855.40327676
107,4,27,62.33504063,865.1876529699999
108,1,42,41.71675352,1240.1070581200001
109,1,27,51.84271486,1291.94977298
110,5,67,29.90737428,1197.12126519
111,4,62,58.40033018,923.5879831499999
112,1,44,38.50460131,1330.45437429
113,4,29,37.81128037,961.3992635199999
114,4,18,73.40226925,1034.8015327699998
115,5,59,33.56390131,1230.6851665
116,5,31,33.96614241,1264.65130891
117,3,70,63.30973309,1342.93514863
118,5,46,26.81272998,1291.46403889
119,2,24,47.29043731,902.69371407
120,4,49,54.40644245,1089.2079752199998
121,2,33,67.12368936,969.81740343
122,1,10,39.85726456,1370.31163885
123,1,40,29.43663895,1399.7482778
124,3,37,41.46231813,1384.39746676
125,5,62,69.53106382,1360.99510271
126,2,16,72.11411933,1041.93152276
127,1,8,41.23924682,1440.9875246200002
128,2,37,33.61818802,1075.54971078
129,4,40,44.9319234,1134.1398986199997
130,3,25,50.53984719,1434.93731395
131,4,21,63.13649746,1197.2763960799998
132,5,51,38.24420236,1399.23930507
133,4,32,76.1538049,1273.4302009799999
134,5,41,43.28587772,1442.52518279
135,4,36,60.8375359,1334.2677368799998
136,3,44,29.1671214,1464.1044353500001
137,4,18,43.0013272,1377.26906408
138,2,34,70.34144168,1145.8911524599998
139,4,26,52.07076394,1429.33982802
140,1,38,63.12900053,1504.1165251500001
141,3,41,29.86780761,1493.9722429600001
142,4,40,66.97873982,1496.31856784
143,2,22,42.32972013,1188.2208725899998
144,5,73,30.41692196,1472.94210475
145,2,21,74.26615041,1262.4870229999997
146,2,5,49.16852893,1311.6555519299998
147,2,57,71.35472201,1383.0102739399997
148,2,25,66.78438663,1449.7946605699997
149,2,31,56.65609954,1506.4507601099997
150,5,25,26.19979919,1499.14190394
"total distance: 5706, costs grid: 51354, costs batteries: 25000 total costs: 76354"
