Run,Total Distance
1,5307
2,5301
3,5301
4,5301
5,5265
6,5265
7,5265
8,5265
9,5265
10,5265
11,5263
12,5263
13,5263
14,5211
15,5211
16,5185
17,5185
18,5185
19,5185
20,5185
21,5185
22,5185
23,5185
24,5177
25,5161
26,5161
27,5161
28,5111
29,5111
30,5111
31,5111
32,5111
33,5111
34,5111
35,5111
36,5111
37,5111
38,5111
39,5065
40,5065
41,5033
42,5033
43,5023
44,5023
45,4983
46,4983
47,4983
48,4983
49,4983
50,4983
51,4983
52,4983
53,4983
54,4981
55,4981
56,4981
57,4965
58,4965
59,4957
60,4927
61,4927
62,4905
63,4895
64,4883
65,4883
66,4883
67,4883
68,4883
69,4883
70,4883
71,4883
72,4883
73,4855
74,4855
75,4855
76,4855
77,4855
78,4855
79,4855
80,4845
81,4845
82,4845
83,4815
84,4815
85,4815
86,4815
87,4815
88,4793
89,4793
90,4781
91,4773
92,4773
93,4773
94,4753
95,4753
96,4753
97,4753
98,4753
99,4753
100,4753
101,4753
102,4751
103,4751
104,4751
105,4751
106,4737
107,4735
108,4735
109,4735
110,4719
111,4705
112,4647
113,4647
114,4645
115,4645
116,4645
117,4645
118,4645
119,4645
120,4645
121,4645
122,4645
123,4645
124,4645
125,4623
126,4613
127,4613
128,4609
129,4597
130,4597
131,4597
132,4589
133,4589
134,4589
135,4589
136,4589
137,4589
138,4589
139,4589
140,4589
141,4565
142,4557
143,4557
144,4555
145,4555
146,4555
147,4545
148,4543
149,4543
150,4535
151,4535
152,4535
153,4535
154,4535
155,4535
156,4535
157,4529
158,4529
159,4529
160,4529
161,4529
162,4517
163,4517
164,4503
165,4503
166,4503
167,4503
168,4503
169,4503
170,4503
171,4503
172,4503
173,4501
174,4501
175,4501
176,4501
177,4501
178,4501
179,4501
180,4501
181,4501
182,4489
183,4479
184,4479
185,4461
186,4461
187,4461
188,4461
189,4461
190,4461
191,4459
192,4459
193,4447
194,4447
195,4447
196,4447
197,4447
198,4441
199,4439
200,4439
201,4439
202,4439
203,4439
204,4409
205,4409
206,4409
207,4409
208,4409
209,4395
210,4395
211,4395
212,4355
213,4355
214,4355
215,4355
216,4355
217,4355
218,4355
219,4355
220,4355
221,4343
222,4343
223,4343
224,4325
225,4325
226,4325
227,4325
228,4325
229,4325
230,4325
231,4325
232,4325
233,4325
234,4325
235,4315
236,4315
237,4315
238,4315
239,4307
240,4307
241,4293
242,4293
243,4293
244,4293
245,4291
246,4291
247,4291
248,4291
249,4291
250,4291
251,4291
252,4291
253,4281
254,4281
255,4281
256,4251
257,4251
258,4251
259,4251
260,4251
261,4251
262,4251
263,4251
264,4251
265,4251
266,4251
267,4251
268,4251
269,4251
270,4185
271,4185
272,4185
273,4185
274,4185
275,4185
276,4185
277,4185
278,4185
279,4165
280,4165
281,4165
282,4141
283,4141
284,4141
285,4141
286,4141
287,4141
288,4141
289,4141
290,4141
291,4141
292,4141
293,4141
294,4141
295,4141
296,4141
297,4141
298,4141
299,4141
300,4141
301,4141
302,4141
303,4141
304,4141
305,4141
306,4141
307,4141
308,4141
309,4141
310,4141
311,4141
312,4141
313,4141
314,4141
315,4141
316,4141
317,4141
318,4141
319,4141
320,4141
321,4141
322,4141
323,4141
324,4141
325,4141
326,4141
327,4141
328,4141
329,4141
330,4141
331,4141
332,4125
333,4125
334,4123
335,4121
336,4121
337,4121
338,4121
339,4121
340,4121
341,4121
342,4121
343,4121
344,4121
345,4121
346,4121
347,4121
348,4121
349,4121
350,4121
351,4121
352,4121
353,4109
354,4109
355,4101
356,4101
357,4101
358,4101
359,4101
360,4101
361,4101
362,4101
363,4083
364,4083
365,4067
366,4067
367,4067
368,4067
369,4067
370,4067
371,4067
372,4067
373,4067
374,4067
375,4067
376,4065
377,4065
378,4065
379,4065
380,4065
381,4065
382,4065
383,4023
384,4023
385,4023
386,4023
387,4023
388,4023
389,4023
390,4023
391,4023
392,4023
393,4023
394,4023
395,4023
396,4023
397,4003
398,4003
399,4003
400,4003
401,4003
402,4003
403,3971
404,3971
405,3971
406,3971
407,3971
408,3971
409,3971
410,3971
411,3971
412,3971
413,3971
414,3971
415,3969
416,3965
417,3965
418,3965
419,3925
420,3925
421,3925
422,3925
423,3925
424,3925
425,3925
426,3925
427,3925
428,3925
429,3925
430,3925
431,3925
432,3925
433,3919
434,3919
435,3919
436,3919
437,3919
438,3919
439,3919
440,3919
441,3919
442,3919
443,3919
444,3919
445,3919
446,3919
447,3899
448,3899
449,3899
450,3895
451,3895
452,3895
453,3895
454,3895
455,3895
456,3895
457,3895
458,3895
459,3895
460,3895
461,3895
462,3895
463,3895
464,3895
465,3879
466,3869
467,3869
468,3869
469,3869
470,3869
471,3869
472,3869
473,3869
474,3869
475,3869
476,3869
477,3869
478,3869
479,3869
480,3869
481,3869
482,3869
483,3869
484,3869
485,3869
486,3869
487,3869
488,3869
489,3869
490,3869
491,3869
492,3869
493,3869
494,3869
495,3869
496,3869
497,3869
498,3869
499,3869
500,3869
501,3869
502,3869
503,3869
504,3869
505,3869
506,3869
507,3869
508,3869
509,3869
510,3869
511,3869
512,3869
513,3869
514,3869
515,3869
516,3869
517,3869
518,3869
519,3869
520,3869
521,3869
522,3869
523,3869
524,3869
525,3869
526,3869
527,3869
528,3869
529,3869
530,3869
531,3869
532,3869
533,3869
534,3869
535,3869
536,3869
537,3869
538,3869
539,3869
540,3869
541,3869
542,3869
543,3869
544,3855
545,3855
546,3855
547,3855
548,3855
549,3855
550,3855
551,3855
552,3855
553,3855
554,3855
555,3855
556,3855
557,3855
558,3855
559,3855
560,3855
561,3855
562,3855
563,3855
564,3855
565,3855
566,3855
567,3855
568,3855
569,3855
570,3855
571,3855
572,3855
573,3855
574,3855
575,3855
576,3855
577,3855
578,3855
579,3855
580,3855
581,3855
582,3855
583,3855
584,3855
585,3855
586,3855
587,3855
588,3855
589,3855
590,3855
591,3855
592,3855
593,3855
594,3855
595,3855
596,3855
597,3855
598,3855
599,3855
600,3855
601,3855
602,3855
603,3855
604,3855
605,3855
606,3855
607,3855
608,3855
609,3855
610,3855
611,3855
612,3855
613,3855
614,3855
615,3853
616,3853
617,3849
618,3849
619,3849
620,3849
621,3849
622,3849
623,3849
624,3849
625,3849
626,3849
627,3849
628,3849
629,3849
630,3849
631,3849
632,3849
633,3849
634,3849
635,3849
636,3849
637,3849
638,3849
639,3849
640,3849
641,3849
642,3849
643,3849
644,3849
645,3849
646,3849
647,3849
648,3849
649,3849
650,3849
651,3849
652,3849
653,3849
654,3849
655,3849
656,3849
657,3849
658,3849
659,3849
660,3849
661,3849
662,3849
663,3849
664,3849
665,3849
666,3849
667,3849
668,3849
669,3849
670,3849
671,3849
672,3849
673,3849
674,3849
675,3849
676,3849
677,3849
678,3849
679,3849
680,3849
681,3849
682,3849
683,3849
684,3849
685,3849
686,3849
687,3849
688,3849
689,3849
690,3849
691,3849
692,3849
693,3849
694,3849
695,3849
696,3849
697,3849
698,3849
699,3849
700,3849
701,3849
702,3849
703,3849
704,3849
705,3849
706,3849
707,3849
708,3849
709,3849
710,3849
711,3849
712,3849
713,3849
714,3849
715,3849
716,3849
717,3849
718,3849
719,3849
720,3849
721,3849
722,3849
723,3849
724,3849
725,3849
726,3849
727,3849
728,3849
729,3849
730,3849
731,3849
732,3849
733,3849
734,3849
735,3849
736,3849
737,3849
738,3849
739,3849
740,3849
741,3849
742,3849
743,3849
744,3849
745,3849
746,3849
747,3849
748,3849
749,3849
750,3849
751,3849
752,3849
753,3849
754,3849
755,3849
756,3849
757,3849
758,3849
759,3849
760,3849
761,3849
762,3849
763,3849
764,3849
765,3849
766,3849
767,3849
768,3849
769,3849
770,3849
771,3849
772,3849
773,3811
774,3811
775,3811
776,3807
777,3807
778,3801
779,3801
780,3801
781,3801
782,3801
783,3801
784,3801
785,3801
786,3801
787,3801
788,3801
789,3801
790,3801
791,3801
792,3801
793,3801
794,3801
795,3801
796,3801
797,3801
798,3801
799,3801
800,3801
801,3801
802,3801
803,3791
804,3791
805,3791
806,3791
807,3791
808,3791
809,3791
810,3791
811,3791
812,3791
813,3791
814,3791
815,3791
816,3791
817,3791
818,3791
819,3791
820,3791
821,3791
822,3791
823,3791
824,3791
825,3791
826,3791
827,3791
828,3791
829,3791
830,3791
831,3791
832,3791
833,3791
834,3791
835,3791
836,3791
837,3791
838,3791
839,3791
840,3789
841,3789
842,3789
843,3789
844,3789
845,3789
846,3789
847,3789
848,3789
849,3789
850,3789
851,3789
852,3789
853,3789
854,3789
855,3789
856,3789
857,3789
858,3789
859,3789
860,3789
861,3789
862,3789
863,3789
864,3789
865,3789
866,3789
867,3789
868,3789
869,3789
870,3789
871,3789
872,3789
873,3789
874,3789
875,3789
876,3789
877,3789
878,3789
879,3789
880,3789
881,3789
882,3789
883,3789
884,3789
885,3789
886,3789
887,3789
888,3789
889,3789
890,3789
891,3789
892,3789
893,3789
894,3789
895,3789
896,3789
897,3789
898,3789
899,3789
900,3789
901,3789
902,3789
903,3789
904,3769
905,3769
906,3769
907,3769
908,3769
909,3769
910,3769
911,3769
912,3769
913,3769
914,3769
915,3769
916,3769
917,3769
918,3769
919,3769
920,3769
921,3769
922,3769
923,3769
924,3769
925,3769
926,3755
927,3755
928,3755
929,3755
930,3755
931,3755
932,3755
933,3755
934,3755
